IDENT_INTRT;IDENT_INFRA;DAT_INFRA_COMMI;COD_TYP_DEFDR;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;MASSE_PERMS;MASSE_CNSTA;VITSS_PERMS;VITSS_CNSTA;ADM_ORIG_VEH
DI9999GPARL300;IN9999T1PYZ000;2022-01-20;T;10043;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999NWARL300;IN9999U2PYZ000;2022-01-20;C;66023;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999K0ZKL300;IN9999V3PYZ000;2022-01-19;T;66023;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI999918BRL300;IN9999W4PYZ000;2022-01-20;T;60013;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999K0ZKL300;IN9999X5PYZ000;2022-01-19;T;66023;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI9999KTARL300;IN9999Y6PYZ000;2022-01-20;T;22035;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI99997EBRL300;IN9999Z7PYZ000;2022-01-20;T;94068;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;57500;58060;;;Québec
DI9999RYBRL300;IN999908PYZ000;2022-01-20;C;66023;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999NUBRL300;IN999919PYZ000;2022-01-20;C;70052;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI9999GNBRL300;IN99993BPYZ000;2022-01-20;C;37067;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI99997CCRL300;IN99997FPYZ000;2022-01-20;C;66023;CST;c.C-24.2;427;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999907BRL300;IN9999BJPYZ000;2022-01-20;T;57045;RIG;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999INCRL300;IN9999CKPYZ000;2022-01-20;C;15058;RIG;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI99992H7RL300;IN9999FNPYZ000;2022-01-16;A;14060;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Alberta
DI999907BRL300;IN9999GOPYZ000;2022-01-20;T;57045;RIG;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI99992H7RL300;IN9999HPPYZ000;2022-01-16;C;14060;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Ontario
DI9999PWBRL300;IN9999JRPYZ000;2022-01-20;C;57045;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI9999HMCRL300;IN9999KSPYZ000;2022-01-20;C;70052;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI9999MVARL300;IN9999MUPYZ000;2022-01-18;C;75017;RIG;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999QXBRL300;IN9999NVPYZ000;2022-01-20;T;96025;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;57500;59580;;;Québec
DI999938CRL300;IN9999QYPYZ000;2022-01-20;C;77012;RIG;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI999938CRL300;IN9999RZPYZ000;2022-01-20;C;77012;RIG;c.A-25;186;PR;VL;;Autres;;;;;Québec
DI999938CRL300;IN9999U0QYZ000;2022-01-20;C;77012;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999ORDRL300;IN9999V1QYZ000;2022-01-20;C;93042;RIG;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;;;;Québec
DI9999UXDRL300;IN9999Y4QYZ000;2022-01-20;C;25213;RIG;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI999967ERL300;IN999906QYZ000;2022-01-20;C;23072;CST;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI99999AERL300;IN999939QYZ000;2022-01-20;C;66023;RIG;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999936DRL300;IN99994AQYZ000;2022-01-20;C;43027;CST;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI999901ERL300;IN99997DQYZ000;2022-01-20;C;86042;RIG;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;;;;Alberta
DI999945ERL300;IN99998EQYZ000;2022-01-20;C;09077;RIG;c.C-24.2;237;CD;VL;Véhicule lourd;Équipement;;;;;Québec
DI999934ERL300;IN99999FQYZ000;2022-01-20;C;86042;RIG;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;;;;Alberta
DI9999KPCRL300;IN9999AGQYZ000;2022-01-20;T;45008;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;20000;22900;;;New Hampshire
DI99995S3RL300;IN9999BHQYZ000;2022-01-19;T;54048;RIG;c.C-24.2;463;PR;HN;Véhicule hors normes;Dimension;;;;;Québec
DI9999CDERL300;IN9999CIQYZ000;2022-01-20;C;93042;RIG;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999ABERL300;IN9999DJQYZ000;2022-01-20;A;13073;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Ontario
DI9999YZHPL300;IN9999EKQYZ000;2022-01-14;T;82005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI99995S3RL300;IN9999FLQYZ000;2022-01-19;T;54048;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999HIERL300;IN9999IOQYZ000;2022-01-20;C;80037;RIG;c.C-24.2;299;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999FGERL300;IN9999JPQYZ000;2022-01-20;T;57045;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;51500;54510;;;Québec
DI9999MNERL300;IN9999LRQYZ000;2022-01-20;C;14060;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999IJERL300;IN9999PVQYZ000;2022-01-20;C;48010;RIG;c.C-24.2;463;PR;HN;Véhicule hors normes;Surcharge axiale;9000;9700;;;Québec
DI9999RSERL300;IN9999SYQYZ000;2022-01-20;C;71050;CST;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI9999GHERL300;IN9999TZQYZ000;2022-01-20;C;75040;RIG;c.C-24.2;473;PR;VR;Véhicule routier;Dimension;;;;;Québec
DI999976FRL300;IN9999W0RYZ000;2022-01-20;C;43027;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999IHFRL300;IN9999X1RYZ000;2022-01-20;C;59020;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999ONFRL300;IN999915RYZ000;2022-01-20;C;25213;RIG;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999976FRL300;IN999937RYZ000;2022-01-20;C;43027;RIG;c.C-24.2;519.40;CD;VL;Véhicule lourd;Immatriculation;;;;;Québec
DI999976FRL300;IN999959RYZ000;2022-01-20;C;43027;RIG;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI999932FRL300;IN99997BRYZ000;2022-01-20;A;71050;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19650;;;Ontario
DI999985GRL300;IN99998CRYZ000;2022-01-20;T;58007;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999BAFRL300;IN9999BFRYZ000;2022-01-20;T;57045;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19930;;;Québec
DI9999KJFRL300;IN9999CGRYZ000;2022-01-20;T;58007;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;7100;7610;;;Québec
DI9999VWERL300;IN9999DHRYZ000;2022-01-20;A;43027;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Ontario
DI9999B8GRL300;IN9999FJRYZ000;2022-01-20;C;94068;RIG;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999JIFRL300;IN9999HLRYZ000;2022-01-20;A;13073;RIG;c.C-24.2;519.36;PR;VL;Véhicule lourd;Immatriculation;;;;;Ontario
DI9999VUFRL300;IN9999IMRYZ000;2022-01-20;T;86042;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;57500;58690;;;Québec
DI9999VUFRL300;IN9999KORYZ000;2022-01-20;T;86042;RIG;c.C-24.2;517.2;XP;VL;Véhicule lourd;Surcharge totale;57500;58690;;;Québec
DI99990XGRL300;IN9999LPRYZ000;2022-01-20;C;54048;RIG;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999OLGRL300;IN9999MQRYZ000;2022-01-20;T;23027;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999HGFRL300;IN9999NRRYZ000;2022-01-20;A;25213;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19350;;;Colombie-Britanique
DI99992ZGRL300;IN9999PTRYZ000;2022-01-20;C;91020;RIG;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999DAGRL300;IN9999SWRYZ000;2022-01-20;C;60020;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999YXFRL300;IN9999TXRYZ000;2022-01-20;T;23072;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;22140;;;Québec
DI9999PMGRL300;IN9999UYRYZ000;2022-01-20;C;13073;RIG;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;;;;Nouvelle-Écosse
DI9999NKGRL300;IN9999VZRYZ000;2022-01-20;T;23027;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;20470;;;Québec
DI9999XWFRL300;IN9999Y0SYZ000;2022-01-20;T;23072;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19580;;;Québec
DI9999GDGRL300;IN9999Z1SYZ000;2022-01-20;T;23072;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;57500;60020;;;Québec
DI9999NIHRL300;IN999913SYZ000;2022-01-20;C;95005;RIG;c.C-24.2;310;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI999972HRL300;IN999924SYZ000;2022-01-20;A;52007;RIG;c.C-24.2;519.15.3;EX;VL;Véhicule lourd;Infractions au CSR;;;;;Colombie-Britanique
DI9999PKHRL300;IN9999BDSYZ000;2022-01-20;T;23027;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999XSHRL300;IN9999CESYZ000;2022-01-20;C;08040;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI99990VHRL300;IN9999DFSYZ000;2022-01-20;C;23027;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;100;124;Québec
DI99991WHRL300;IN9999EGSYZ000;2022-01-20;C;08040;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999UPHRL300;IN9999GISYZ000;2022-01-20;T;25213;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;24000;26130;;;Québec
DI99992XHRL300;IN9999JLSYZ000;2022-01-20;T;89008;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Québec
DI9999D8HRL300;IN9999KMSYZ000;2022-01-20;C;67050;RIG;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Ontario
DI9999D8HRL300;IN9999MOSYZ000;2022-01-20;C;67050;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI9999OJHRL300;IN9999NPSYZ000;2022-01-19;C;57045;RIG;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999VQHRL300;IN9999OQSYZ000;2022-01-20;C;58033;RIG;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI999981IRL300;IN9999PRSYZ000;2022-01-20;A;67040;RIG;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Minnesota
DI9999KDIRL300;IN9999QSSYZ000;2022-01-20;C;71050;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999MFIRL300;IN9999RTSYZ000;2022-01-20;A;23027;RIG;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999RKIRL300;IN9999SUSYZ000;2022-01-20;T;23027;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;34000;34720;;;Québec
DI9999NGIRL300;IN9999TVSYZ000;2022-01-20;T;37067;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;57500;57740;;;Québec
DI9999XQIRL300;IN9999UWSYZ000;2022-01-20;C;66097;RIG;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;100;111;Québec
DI9999VOIRL300;IN9999VXSYZ000;2022-01-20;T;13073;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;21050;;;Québec
DI99991UIRL300;IN9999WYSYZ000;2022-01-20;A;13073;RIG;c.C-24.2;213;PR;VL;Véhicule lourd;Équipement;;;;;Nouvelle-Écosse
DI99996ZIRL300;IN999900TYZ000;2022-01-20;A;13073;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Nouvelle-Écosse
DI9999A1JRL300;IN999911TYZ000;2022-01-20;T;92040;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999E5JRL300;IN999922TYZ000;2022-01-20;T;71083;RIG;c.T-1;50.0.8;;;;Permis IFTA;;;;;Québec
DI9999F6JRL300;IN999955TYZ000;2022-01-20;C;58227;CST;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999E5JRL300;IN999966TYZ000;2022-01-20;T;71083;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999C3JRL300;IN999977TYZ000;2022-01-20;A;23027;RIG;c.C-24.2;517.2;AU;VL;Véhicule lourd;Surcharge totale;;;;;Québec
DI9999C3JRL300;IN999988TYZ000;2022-01-20;C;23027;RIG;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999MDJRL300;IN9999VSBZZ000;2022-01-20;T;17078;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999OFJRL300;IN9999WTBZZ000;2022-01-20;T;13073;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI99998ZJRL300;IN999983CZZ000;2022-01-21;C;66023;RIG;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999RIJRL300;IN9999ZWBZZ000;2022-01-20;C;17078;RIG;c.C-24.2;437.1;AU;SR;Semi-remorque;Équipement;;;;;Ontario
DI99990RJRL300;IN99990XBZZ000;2022-01-21;C;37067;CST;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999ZQJRL300;IN99991YBZZ000;2022-01-21;T;23027;RIG;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99991SJRL300;IN99992ZBZZ000;2022-01-21;C;23027;RIG;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI99996XJRL300;IN999972CZZ000;2022-01-21;C;23027;RIG;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999D2KRL300;IN9999A5CZZ000;2022-01-21;C;58033;RIG;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999I7KRL300;IN9999B6CZZ000;2022-01-21;C;23027;RIG;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999K9KRL300;IN9999C7CZZ000;2022-01-21;C;23027;RIG;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999K9KRL300;IN9999D8CZZ000;2022-01-21;C;23027;RIG;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999NCKRL300;IN9999E9CZZ000;2022-01-21;T;37067;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999NCKRL300;IN9999FACZZ000;2022-01-21;C;37067;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999ODKRL300;IN9999GBCZZ000;2022-01-21;C;23027;RIG;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999RGKRL300;IN9999IDCZZ000;2022-01-21;C;57045;RIG;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999YNKRL300;IN9999JECZZ000;2022-01-21;C;66023;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;100;Québec
DI9999YNKRL300;IN9999KFCZZ000;2022-01-21;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI99996VKRL300;IN9999LGCZZ000;2022-01-21;T;94068;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI99994TKRL300;IN9999MHCZZ000;2022-01-21;T;10043;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI99998XKRL300;IN9999PKCZZ000;2022-01-21;T;25213;RIG;c.C-24.2;257.1;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI99995UKRL300;IN9999QLCZZ000;2022-01-21;T;57045;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;57500;59060;;;Québec
DI9999J6LRL300;IN9999RMCZZ000;2022-01-21;C;70022;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999L8LRL300;IN9999SNCZZ000;2022-01-21;C;49058;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999XMKRL300;IN9999VQCZZ000;2022-01-21;C;71050;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI9999XMKRL300;IN9999XSCZZ000;2022-01-21;C;71050;RIG;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Ontario
DI9999UHLRL300;IN9999YTCZZ000;2022-01-21;C;82015;RIG;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999PCLRL300;IN9999ZUCZZ000;2022-01-21;C;23027;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999VILRL300;IN99990VCZZ000;2022-01-21;C;49058;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999M9LRL300;IN99991WCZZ000;2022-01-21;T;71050;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19850;;;Québec
DI99993QLRL300;IN99992XCZZ000;2022-01-21;T;25213;RIG;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999RELRL300;IN99993YCZZ000;2022-01-21;T;78102;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999QDLRL300;IN99994ZCZZ000;2022-01-21;C;49058;RIG;c.C-24.2;65;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999F0MRL300;IN999981DZZ000;2022-01-21;T;89008;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999K5MRL300;IN9999B4DZZ000;2022-01-21;C;49058;RIG;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999YZHPL300;IN9999C5DZZ000;2022-01-14;T;82005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999CZLRL300;IN9999D6DZZ000;2022-01-21;T;49058;RIG;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI9999TEMRL300;IN9999E7DZZ000;2022-01-21;C;66023;RIG;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999VGMRL300;IN9999G9DZZ000;2022-01-21;T;66023;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999L6MRL300;IN9999HADZZ000;2022-01-21;T;57045;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19380;;;Québec
DI9999O9MRL300;IN9999IBDZZ000;2022-01-21;C;12080;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI99990LMRL300;IN9999JCDZZ000;2022-01-21;C;70022;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI99994PMRL300;IN9999KDDZZ000;2022-01-21;C;46080;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999O9MRL300;IN9999NGDZZ000;2022-01-21;A;12080;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Ontario
DI9999O9MRL300;IN9999OHDZZ000;2022-01-21;A;12080;RIG;c.C-24.2;519.36;PR;VL;Véhicule lourd;Immatriculation;;;;;Ontario
DI9999BYLRL300;IN9999PIDZZ000;2022-01-21;T;78102;RIG;c.C-24.2;519.40;PR;VL;Véhicule lourd;Immatriculation;;;;;Québec
DI9999O9MRL300;IN9999SLDZZ000;2022-01-21;A;12080;RIG;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;;;;Ontario
DI9999BYLRL300;IN9999TMDZZ000;2022-01-21;C;78102;RIG;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99997SMRL300;IN9999UNDZZ000;2022-01-21;C;25213;RIG;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999XIMRL300;IN9999VODZZ000;2022-01-21;C;67020;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI9999RCMRL300;IN9999WPDZZ000;2022-01-21;T;74005;RIG;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999J2NRL300;IN9999XQDZZ000;2022-01-21;C;71050;CST;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI9999K3NRL300;IN9999YRDZZ000;2022-01-21;T;78102;RIG;c.C-24.2;646;PR;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999AVMRL300;IN9999ZSDZZ000;2022-01-21;C;56083;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999AVMRL300;IN99990TDZZ000;2022-01-21;T;56083;RIG;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999L4NRL300;IN99991UDZZ000;2022-01-21;C;23027;RIG;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999WFNRL300;IN99993WDZZ000;2022-01-21;C;33095;RIG;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI99990JNRL300;IN99994XDZZ000;2022-01-21;C;23027;RIG;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999ZINRL300;IN99995YDZZ000;2022-01-21;C;56083;CST;c.C-24.2;415;CO;VR;Véhicule routier;Règles de circulation;;;;;Alberta
DI9999H0NRL300;IN99996ZDZZ000;2022-01-21;C;14060;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI99992TJRL300;IN999990EZZ000;2022-01-20;C;23027;RIG;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999FYNRL300;IN9999A1EZZ000;2022-01-21;T;25213;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999XGNRL300;IN9999B2EZZ000;2022-01-21;A;89008;RIG;c.C-24.2;517.2;AU;VL;Véhicule lourd;Surcharge totale;;;;;Québec
DI9999N4ORL300;IN9999F6EZZ000;2022-01-21;C;12072;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI99993MNRL300;IN9999G7EZZ000;2022-01-21;A;39152;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Nouveau-Brunswick
DI9999P6ORL300;IN9999H8EZZ000;2022-01-21;T;89008;CST;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999UBORL300;IN9999I9EZZ000;2022-01-21;C;08053;RIG;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999R8ORL300;IN9999JAEZZ000;2022-01-21;C;95045;RIG;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999ZGORL300;IN9999KBEZZ000;2022-01-21;C;89008;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;85;Québec
DI9999TAORL300;IN9999LCEZZ000;2022-01-21;A;57045;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19140;;;Ontario
DI9999WDORL300;IN9999MDEZZ000;2022-01-21;C;78102;RIG;c.C-24.2;65;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999DUORL300;IN9999NEEZZ000;2022-01-21;C;49058;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999FWORL300;IN9999OFEZZ000;2022-01-21;T;08053;RIG;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999T8PRL300;IN9999QHEZZ000;2022-01-21;T;71050;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999U9PRL300;IN9999RIEZZ000;2022-01-21;C;70022;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999YZHPL300;IN9999SJEZZ000;2022-01-14;T;82005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI99990FPRL300;IN9999TKEZZ000;2022-01-21;C;68005;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999U9PRL300;IN9999ULEZZ000;2022-01-21;C;70022;RIG;c.C-24.2;98;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
